proteinID,geneID
MTMRB_HUMAN,MTMR11
SH321_HUMAN,SH3D21
EFCB5_HUMAN,EFCAB5
POTEF_HUMAN,POTEF
FITM1_HUMAN,FITM1
T150B_HUMAN,TMEM150B
MP3B2_HUMAN,MAP1LC3B2
U17L3_HUMAN,USP17L3
O14I1_HUMAN,OR14I1
LRIT2_HUMAN,LRIT2
MADL2_HUMAN,MYADML2
RIMC1_HUMAN,RIMOC1
RBY1E_HUMAN,RBMY1E
NUPR2_HUMAN,NUPR2
HELT_HUMAN,HELT
GRCR2_HUMAN,GRXCR2
RFOX3_HUMAN,RBFOX3
MGT4D_HUMAN,MGAT4D
WIPF3_HUMAN,WIPF3
TLCD2_HUMAN,TLCD2
URAD_HUMAN,URAD
O51F1_HUMAN,OR51F1
OR2T8_HUMAN,OR2T8
CAN8_HUMAN,CAPN8
TBAL3_HUMAN,TUBAL3
OTOL1_HUMAN,OTOL1
FBLL1_HUMAN,FBLL1
EPOP_HUMAN,EPOP
CAST2_HUMAN,CASTOR2
RHG42_HUMAN,ARHGAP42
CCD69_HUMAN,CCDC69
PRR19_HUMAN,PRR19
UNC4_HUMAN,UNCX
CD8B2_HUMAN,CD8B2
C2C4B_HUMAN,C2CD4B
SPDE4_HUMAN,SPDYE4
F170B_HUMAN,FAM170B
DRGX_HUMAN,DRGX
O2AT4_HUMAN,OR2AT4
MARHB_HUMAN,MARCHF11
DRS7C_HUMAN,DHRS7C
ENO4_HUMAN,ENO4
BTBDB_HUMAN,BTBD11
YJEN3_HUMAN,YJEFN3
RTL8C_HUMAN,RTL8C
GOG8A_HUMAN,GOLGA8A
DISP2_HUMAN,DISP2
EFCB7_HUMAN,EFCAB7
ERI2_HUMAN,ERI2
GOG8B_HUMAN,GOLGA8B
HMSD_HUMAN,HMSD
U17L5_HUMAN,USP17L5
HIG1C_HUMAN,HIGD1C
ELAP2_HUMAN,ELAPOR2
IMA8_HUMAN,KPNA7
C1T9B_HUMAN,C1QTNF9B
POTEC_HUMAN,POTEC
HNRC2_HUMAN,HNRNPCL2
FM25C_HUMAN,FAM25C
SHSA9_HUMAN,SHISA9
SHSA8_HUMAN,SHISA8
IGLL5_HUMAN,IGLL5
NACAM_HUMAN,NACA
TM262_HUMAN,TMEM262
CNIPF_HUMAN,CNK3
MIDUO_HUMAN,MIEF1
SUPYN_HUMAN,ERVH48
GTPB1_HUMAN,GTPBP1
TULP2_HUMAN,TULP2
ETV2_HUMAN,ETV2
P2Y10_HUMAN,P2RY10
DCTN6_HUMAN,DCTN6
LAD1_HUMAN,LAD1
VMA5A_HUMAN,VWA5A
SOX1_HUMAN,SOX1
NPT3_HUMAN,SLC17A2
NET3_HUMAN,NTN3
NCKP5_HUMAN,NCKAP5
TRAD1_HUMAN,TRAFD1
COX7R_HUMAN,COX7A2L
VCY2_HUMAN,BPY2
IF1AY_HUMAN,EIF1AY
GP171_HUMAN,GPR171
TMG1_HUMAN,PRRG1
ZN197_HUMAN,ZNF197
OPSX_HUMAN,RRH
OVOL1_HUMAN,OVOL1
TAAR5_HUMAN,TAAR5
TRI66_HUMAN,TRIM66
RIMB2_HUMAN,RIMBP2
KHNYN_HUMAN,KHNYN
GRRE1_HUMAN,GARRE1
NACAD_HUMAN,NACAD
ZN536_HUMAN,ZNF536
WDR46_HUMAN,WDR46
GP182_HUMAN,GPR182
RT12_HUMAN,MRPS12
TM9S1_HUMAN,TM9SF1
CHAD_HUMAN,CHAD
MOT6_HUMAN,SLC16A5
MOT7_HUMAN,SLC16A6
TNC18_HUMAN,TNRC18
COPT2_HUMAN,SLC31A2
RGS5_HUMAN,RGS5
KLK10_HUMAN,KLK10
HS12A_HUMAN,HSPA12A
ZN208_HUMAN,ZNF208
MSI1H_HUMAN,MSI1
ERI3_HUMAN,ERI3
KCAB3_HUMAN,KCNAB3
GON2_HUMAN,GNRH2
FOXS1_HUMAN,FOXS1
TSN6_HUMAN,TSPAN6
NDUC1_HUMAN,NDUFC1
PI15_HUMAN,PI15
ITM2A_HUMAN,ITM2A
NKG2F_HUMAN,KLRC4
MFS11_HUMAN,MFSD11
SSX5_HUMAN,SSX5
GMFG_HUMAN,GMFG
PCDH7_HUMAN,PCDH7
GBG7_HUMAN,GNG7
SUSD5_HUMAN,SUSD5
LZTS3_HUMAN,LZTS3
PCDGC_HUMAN,PCDHGA12
O10H2_HUMAN,OR10H2
O10H3_HUMAN,OR10H3
OR7C2_HUMAN,OR7C2
ONEC3_HUMAN,ONECUT3
4EBP3_HUMAN,EIF4EBP3
TDRD6_HUMAN,TDRD6
PSPN_HUMAN,PSPN
CST8_HUMAN,CST8
Z354A_HUMAN,ZNF354A
PRAM2_HUMAN,PRAMEF2
DEN4B_HUMAN,DENND4B
MEGF6_HUMAN,MEGF6
ZN623_HUMAN,ZNF623
CLU_HUMAN,CLUH
LRRN2_HUMAN,LRRN2
LIPA4_HUMAN,PPFIA4
ZN253_HUMAN,ZNF253
MPU1_HUMAN,MPDU1
BCAS1_HUMAN,BCAS1
GPR32_HUMAN,GPR32
RM33_HUMAN,MRPL33
ZN254_HUMAN,ZNF254
PAGE1_HUMAN,PAGE1
CAH11_HUMAN,CA11
ZN821_HUMAN,ZNF821
RF1M_HUMAN,MTRF1
CLC3A_HUMAN,CLEC3A
REM1_HUMAN,REM1
SPB7_HUMAN,SERPINB7
RFPL2_HUMAN,RFPL2
SURF6_HUMAN,SURF6
KRA58_HUMAN,KRTAP5
SCRG1_HUMAN,SCRG1
GPX5_HUMAN,GPX5
TCEA3_HUMAN,TCEA3
ZN189_HUMAN,ZNF189
SPI2_HUMAN,SERPINI2
RASF9_HUMAN,RASSF9
ATP5H_HUMAN,ATP5PD
DNJB5_HUMAN,DNAJB5
CDKA2_HUMAN,CDK2AP2
ATP5L_HUMAN,ATP5MG
C1QRF_HUMAN,C1QL1
SASH3_HUMAN,SASH3
OR2J3_HUMAN,OR2J3
OR2J2_HUMAN,OR2J2
KT33A_HUMAN,KRT33A
SEGN_HUMAN,SCGN
OR7C1_HUMAN,OR7C1
LY6H_HUMAN,LY6H
KLH18_HUMAN,KLHL18
ZN432_HUMAN,ZNF432
PLPHP_HUMAN,PLPBP
PCF11_HUMAN,PCF11
ENDD1_HUMAN,ENDOD1
FA13A_HUMAN,FAM13A
OR6B1_HUMAN,OR6B1
SEM3D_HUMAN,SEMA3D
ALX3_HUMAN,ALX3
PRS23_HUMAN,PRSS23
UBL3_HUMAN,UBL3
OAZ2_HUMAN,OAZ2
RCBT2_HUMAN,RCBTB2
OR6A2_HUMAN,OR6A2
ATE1_HUMAN,ATE1
6PGL_HUMAN,PGLS
OR2C1_HUMAN,OR2C1
TIAF1_HUMAN,MYO18A
TGDS_HUMAN,TGDS
DUS4L_HUMAN,DUS4L
ZBT11_HUMAN,ZBTB11
DIRA3_HUMAN,DIRAS3
VATG2_HUMAN,ATP6V1G2
PPR3D_HUMAN,PPP1R3D
RAB36_HUMAN,RAB36
HS74L_HUMAN,HSPA4L
TBCD8_HUMAN,TBC1D8
ZN682_HUMAN,ZNF682
GPR75_HUMAN,GPR75
GLP2R_HUMAN,GLP2R
ANGL1_HUMAN,ANGPTL1
UCP4_HUMAN,SLC25A27
OR2H2_HUMAN,OR2H2
ITGBL_HUMAN,ITGBL1
IGSF6_HUMAN,IGSF6
KV117_HUMAN,IGKV1
KVD16_HUMAN,IGKV1D
KVD40_HUMAN,IGKV2D
KV315_HUMAN,IGKV3
LV140_HUMAN,IGLV1
LV319_HUMAN,IGLV3
LV301_HUMAN,IGLV3
LV325_HUMAN,IGLV3
LV327_HUMAN,IGLV3
TVBL3_HUMAN,TRBV12
TRGV3_HUMAN,TRGV3
LV743_HUMAN,IGLV7
KV116_HUMAN,IGKV1
KVD39_HUMAN,IGKV1D
KV311_HUMAN,IGKV3
TVB79_HUMAN,TRBV7
TVA29_HUMAN,TRAV29DV5
REL1_HUMAN,RLN1
IFN16_HUMAN,IFNA16
KV230_HUMAN,IGKV2
KV502_HUMAN,IGKV5
ACYP1_HUMAN,ACYP1
CRGB_HUMAN,CRYGB
RM03_HUMAN,MRPL3
CEL3A_HUMAN,CELA3A
HBAT_HUMAN,HBQ1
HXC6_HUMAN,HOXC6
RB40L_HUMAN,RAB40AL
H2BFM_HUMAN,H2BW2
SBK2_HUMAN,SBK2
OR4E1_HUMAN,OR4E1
OST4_HUMAN,OST4
KRA23_HUMAN,KRTAP2
RHF2B_HUMAN,RHOXF2B
ACSM4_HUMAN,ACSM4
RBY1D_HUMAN,RBMY1D
HMSDV_HUMAN,HMSD
ELFN1_HUMAN,ELFN1
ZH11B_HUMAN,ZDHHC11B
C1T9A_HUMAN,C1QTNF9
PATE4_HUMAN,PATE4
ONCO_HUMAN,OCM
GPHRB_HUMAN,GPR89B
CTF8_HUMAN,CHTF8
NHLC4_HUMAN,NHLRC4
TB15A_HUMAN,TMSB15A
TB15B_HUMAN,TMSB15B
TRI49_HUMAN,TRIM49
HMN5_HUMAN,MTRNR2L5
AKAI1_HUMAN,AKAIN1
PT100_HUMAN,PET100
OPSG2_HUMAN,OPN1MW2
OPSG3_HUMAN,OPN1MW3
CGB7_HUMAN,CGB7
HVC05_HUMAN,IGHV3
HVD82_HUMAN,IGHV4
D130A_HUMAN,DEFB130A
H3Y2_HUMAN,H3Y2
DT3UO_HUMAN,DDIT3
ZN875_HUMAN,ZNF875
HPLN1_HUMAN,HAPLN1
MOTI_HUMAN,MLN
ACYP2_HUMAN,ACYP2
CBPA3_HUMAN,CPA3
ZNF44_HUMAN,ZNF44
GDC_HUMAN,SLC25A16
ZN708_HUMAN,ZNF708
ZN182_HUMAN,ZNF182
ZNF22_HUMAN,ZNF22
ZKSC1_HUMAN,ZKSCAN1
ZNF25_HUMAN,ZNF25
ZNF26_HUMAN,ZNF26
ZN37A_HUMAN,ZNF37A
ZNF28_HUMAN,ZNF28
ZNF43_HUMAN,ZNF43
ZNF30_HUMAN,ZNF30
ZNF7_HUMAN,ZNF7
ZNF8_HUMAN,ZNF8
CTRB1_HUMAN,CTRB1
AMY2B_HUMAN,AMY2B
MCH_HUMAN,PMCH
ZNF10_HUMAN,ZNF10
RS4Y1_HUMAN,RPS4Y1
SPR2E_HUMAN,SPRR2E
SPR2D_HUMAN,SPRR2D
CALB2_HUMAN,CALB2
CALL3_HUMAN,CALML3
S100G_HUMAN,S100G
RABP1_HUMAN,CRABP1
T4S1_HUMAN,TM4SF1
OR1E1_HUMAN,OR1E1
O10J1_HUMAN,OR10J1
HXA6_HUMAN,HOXA6
HXD11_HUMAN,HOXD11
FOXN2_HUMAN,FOXN2
CKS2_HUMAN,CKS2
BMP8B_HUMAN,BMP8B
SPR2B_HUMAN,SPRR2B
SAA4_HUMAN,SAA4
CYLC1_HUMAN,CYLC1
UDB10_HUMAN,UGT2B10
GNL1_HUMAN,GNL1
CTRL_HUMAN,CTRL
RBM34_HUMAN,RBM34
PE2R2_HUMAN,PTGER2
SSRB_HUMAN,SSR2
MAGAA_HUMAN,MAGEA10
GPR6_HUMAN,GPR6
GPR12_HUMAN,GPR12
OMP_HUMAN,OMP
OR3A1_HUMAN,OR3A1
OR1E2_HUMAN,OR1E2
OR3A3_HUMAN,OR3A3
OR3A2_HUMAN,OR3A2
NPTX2_HUMAN,NPTX2
GLIP1_HUMAN,GLIPR1
RM19_HUMAN,MRPL19
RET2_HUMAN,RBP2
ZNF80_HUMAN,ZNF80
ZNF81_HUMAN,ZNF81
ZNF83_HUMAN,ZNF83
ZN75D_HUMAN,ZNF75D
CNN1_HUMAN,CNN1
ZN136_HUMAN,ZNF136
ZN134_HUMAN,ZNF134
ZN142_HUMAN,ZNF142
GAS1_HUMAN,GAS1
MFAP3_HUMAN,MFAP3
INHBC_HUMAN,INHBC
XG_HUMAN,XG
DLX6_HUMAN,DLX6
CMC4_HUMAN,CMC4
ATP68_HUMAN,ATP5MJ
ATP5I_HUMAN,ATP5ME
CLD12_HUMAN,CLDN12
CLD18_HUMAN,CLDN18
CLD20_HUMAN,CLDN20
M3KCL_HUMAN,MAP3K7CL
PCBP4_HUMAN,PCBP4
TCTA_HUMAN,TCTA
CXA9_HUMAN,GJA9
FBXW4_HUMAN,FBXW4
ISK7_HUMAN,SPINK7
INHBE_HUMAN,INHBE
OR2B6_HUMAN,OR2B6
O12D2_HUMAN,OR12D2
PROK1_HUMAN,PROK1
ZN121_HUMAN,ZNF121
YBEY_HUMAN,YBEY
EVA1C_HUMAN,EVA1C
RTP1_HUMAN,RTP1
NAL11_HUMAN,NLRP11
TPPP2_HUMAN,TPPP2
T2R38_HUMAN,TAS2R38
T2R39_HUMAN,TAS2R39
T2R40_HUMAN,TAS2R40
T2R43_HUMAN,TAS2R43
T2R31_HUMAN,TAS2R31
T2R46_HUMAN,TAS2R46
T2R20_HUMAN,TAS2R20
GBG2_HUMAN,GNG2
GPX6_HUMAN,GPX6
SELV_HUMAN,SELENOV
BPIB3_HUMAN,BPIFB3
KR101_HUMAN,KRTAP10
KR103_HUMAN,KRTAP10
KR10C_HUMAN,KRTAP10
C1QT8_HUMAN,C1QTNF8
GPR85_HUMAN,GPR85
GMFB_HUMAN,GMFB
OSTN_HUMAN,OSTN
RL32_HUMAN,RPL32
GBG3_HUMAN,GNG3
TYB10_HUMAN,TMSB10
UBX2A_HUMAN,UBXN2A
NOMO3_HUMAN,NOMO3
F193A_HUMAN,FAM193A
IRX1_HUMAN,IRX1
LV321_HUMAN,IGLV3
SIM1_HUMAN,SIM1
F189B_HUMAN,FAM189B
SSBP2_HUMAN,SSBP2
RT25_HUMAN,MRPS25
RT35_HUMAN,MRPS35
RT05_HUMAN,MRPS5
RT15_HUMAN,MRPS15
RT21_HUMAN,MRPS21
RT06_HUMAN,MRPS6
RT09_HUMAN,MRPS9
HMGN5_HUMAN,HMGN5
RET5_HUMAN,RBP5
OX26_HUMAN,QRFP
SERF2_HUMAN,SERF2
CCZ1_HUMAN,CCZ1
ZXDB_HUMAN,ZXDB
FAM3A_HUMAN,FAM3A
PSG4_HUMAN,PSG4
DIAC_HUMAN,CTBS
TAGL_HUMAN,TAGLN
MYL5_HUMAN,MYL5
BDH_HUMAN,BDH1
ZNF45_HUMAN,ZNF45
OC90_HUMAN,OC90
TNAP2_HUMAN,TNFAIP2
CEBPZ_HUMAN,CEBPZ
EVX2_HUMAN,EVX2
ZNF92_HUMAN,ZNF92
CSTF1_HUMAN,CSTF1
STP2_HUMAN,TNP2
CTSL2_HUMAN,CTDSPL2
PUR1_HUMAN,PPAT
ZN33B_HUMAN,ZNF33B
DERM_HUMAN,DPT
ZN543_HUMAN,ZNF543
ZN763_HUMAN,ZNF763
PJVK_HUMAN,PJVK
SCRN1_HUMAN,SCRN1
TBL3_HUMAN,TBL3
PNRC1_HUMAN,PNRC1
RB40B_HUMAN,RAB40B
SFSWA_HUMAN,SFSWAP
ELAV2_HUMAN,ELAVL2
FOXD4_HUMAN,FOXD4
HSPB3_HUMAN,HSPB3
TSN31_HUMAN,TSPAN31
SPP24_HUMAN,SPP2
ZN154_HUMAN,ZNF154
MYBPH_HUMAN,MYBPH
GPR17_HUMAN,GPR17
MPP3_HUMAN,MPP3
HAP28_HUMAN,PDAP1
DRP2_HUMAN,DRP2
OR5I1_HUMAN,OR5I1
OR2F1_HUMAN,OR2F1
CAYP1_HUMAN,CAPS
CALI_HUMAN,CCIN
CYLC2_HUMAN,CYLC2
CCNI_HUMAN,CCNI
BTG3_HUMAN,BTG3
RCAN2_HUMAN,RCAN2
MYPC2_HUMAN,MYBPC2
GLPK3_HUMAN,GK3P
GP176_HUMAN,GPR176
ELAV3_HUMAN,ELAVL3
ZN235_HUMAN,ZNF235
ZN273_HUMAN,ZNF273
INSL4_HUMAN,INSL4
K0100_HUMAN,KIAA0100
KCTD2_HUMAN,KCTD2
MFS10_HUMAN,MFSD10
T132D_HUMAN,TMEM132D
HERC3_HUMAN,HERC3
TRAM2_HUMAN,TRAM2
LRC14_HUMAN,LRRC14
PGFRL_HUMAN,PDGFRL
NKX11_HUMAN,NKX1
MTFR1_HUMAN,MTFR1
P2Y14_HUMAN,P2RY14
RSU1_HUMAN,RSU1
OR1Q1_HUMAN,OR1Q1
OR8G1_HUMAN,OR8G1
OR8B8_HUMAN,OR8B8
GPR19_HUMAN,GPR19
ADIRF_HUMAN,ADIRF
F1892_HUMAN,FAM189A2
ZNF79_HUMAN,ZNF79
PROL4_HUMAN,PRR4
GP162_HUMAN,GPR162
CCNG2_HUMAN,CCNG2
GUC2B_HUMAN,GUCA2B
RTL8B_HUMAN,RTL8B
ODAPH_HUMAN,ODAPH
FA98C_HUMAN,FAM98C
LIPR3_HUMAN,PNLIPRP3
LY6K_HUMAN,LY6K
ZSWM7_HUMAN,ZSWIM7
MSMP_HUMAN,MSMP
KI26B_HUMAN,KIF26B
ISX_HUMAN,ISX
MGAL_HUMAN,MGAM2
SHRM1_HUMAN,SHROOM1
ZN674_HUMAN,ZNF674
SPRE3_HUMAN,SPRED3
CB068_HUMAN,C2orf68
PRSR3_HUMAN,PROSER3
TSR1_HUMAN,TSR1
VMAC_HUMAN,VMAC
RPEL1_HUMAN,RPEL1
TMM44_HUMAN,TMEM44
INSY1_HUMAN,INSYN1
KIF19_HUMAN,KIF19
GOG7B_HUMAN,GOLGA7B
PRIC4_HUMAN,PRICKLE4
IF2GL_HUMAN,EIF2S3B
AP5B1_HUMAN,AP5B1
PRTG_HUMAN,PRTG
LETM2_HUMAN,LETM2
ZN699_HUMAN,ZNF699
PLPR5_HUMAN,PLPPR5
RPA43_HUMAN,POLR1F
LEG9B_HUMAN,LGALS9B
NBPF1_HUMAN,NBPF1
ACOT6_HUMAN,ACOT6
TMM95_HUMAN,TMEM95
MAJIN_HUMAN,MAJIN
MA7D1_HUMAN,MAP7D1
KR134_HUMAN,KRTAP13
ADPRM_HUMAN,ADPRM
RGL3_HUMAN,RGL3
WDR72_HUMAN,WDR72
OD3L2_HUMAN,ODF3L2
S2552_HUMAN,SLC25A52
ZIK1_HUMAN,ZIK1
UD3A2_HUMAN,UGT3A2
OTOGL_HUMAN,OTOGL
F174B_HUMAN,FAM174B
ZN260_HUMAN,ZNF260
ZN568_HUMAN,ZNF568
CRFM7_HUMAN,CHRFAM7A
S36A3_HUMAN,SLC36A3
LONF3_HUMAN,LONRF3
ZFP69_HUMAN,ZFP69
CDNF_HUMAN,CDNF
COX19_HUMAN,COX19
GPR33_HUMAN,GPR33
MINY4_HUMAN,MINDY4
ERFE_HUMAN,ERFE
SRCRM_HUMAN,SCART1
PCDP1_HUMAN,CFAP221
GXLT1_HUMAN,GXYLT1
GRPL2_HUMAN,GLIPR1L2
AARD_HUMAN,AARD
RM51_HUMAN,MRPL51
AT135_HUMAN,ATP13A5
SYTL3_HUMAN,SYTL3
MBRL_HUMAN,TMEM259
MIDN_HUMAN,MIDN
CC184_HUMAN,CCDC184
SBK1_HUMAN,SBK1
IF44L_HUMAN,IFI44L
ZN394_HUMAN,ZNF394
KLH26_HUMAN,KLHL26
TEX44_HUMAN,TEX44
RHG15_HUMAN,ARHGAP15
FBLN7_HUMAN,FBLN7
H1BP3_HUMAN,HS1BP3
ACTBL_HUMAN,ACTBL2
M17L2_HUMAN,MPV17L2
LARGN_HUMAN,PRR16
TDR12_HUMAN,TDRD12
SPRN_HUMAN,SPRN
ISK9_HUMAN,SPINK9
PRRT3_HUMAN,PRRT3
ZN789_HUMAN,ZNF789
ARSJ_HUMAN,ARSJ
RNS10_HUMAN,RNASE10
TAF7L_HUMAN,TAF7L
FSCB_HUMAN,FSCB
DDX6L_HUMAN,DDX60L
MTX3_HUMAN,MTX3
TECRL_HUMAN,TECRL
ZC12B_HUMAN,ZC3H12B
DB121_HUMAN,DEFB121
CT47A_HUMAN,CT47A1
PPM1J_HUMAN,PPM1J
CX066_HUMAN,CXorf66
DOC11_HUMAN,DOCK11
KLF17_HUMAN,KLF17
CBWD3_HUMAN,CBWD3
CF157_HUMAN,CFAP157
TOR2A_HUMAN,TOR2A
KRBX4_HUMAN,KRBOX4
SPIN3_HUMAN,SPIN3
SIRB2_HUMAN,SIRPB2
NKAPL_HUMAN,NKAPL
CDKL4_HUMAN,CDKL4
SPXN3_HUMAN,SPANXN3
SPDYC_HUMAN,SPDYC
TBCEL_HUMAN,TBCEL
MANEA_HUMAN,MANEA
TSBP1_HUMAN,TSBP1
KMCP1_HUMAN,SLC25A30
DNLZ_HUMAN,DNLZ
CTSRE_HUMAN,CATSPERE
BEND6_HUMAN,BEND6
HYI_HUMAN,HYI
TPRGL_HUMAN,TPRG1L
SPT46_HUMAN,SPATA46
S35F1_HUMAN,SLC35F1
ARMD3_HUMAN,ARMH3
AKCL1_HUMAN,AKR1C8
CSCL2_HUMAN,TMEM63B
T170B_HUMAN,TMEM170B
SYC2L_HUMAN,SYCP2L
CF276_HUMAN,CFAP276
RM02_HUMAN,MRPL2
EMARD_HUMAN,ERMARD
LITD1_HUMAN,L1TD1
GP158_HUMAN,GPR158
LELP1_HUMAN,LELP1
RBM26_HUMAN,RBM26
F102A_HUMAN,FAM102A
PI5L1_HUMAN,PIP5KL1
SL9C2_HUMAN,SLC9C2
B2L15_HUMAN,BCL2L15
ZBT37_HUMAN,ZBTB37
LGSN_HUMAN,LGSN
SIRBL_HUMAN,SIRPB1
HES3_HUMAN,HES3
STPG1_HUMAN,STPG1
MEI1_HUMAN,MEI1
CC181_HUMAN,CCDC181
FA72A_HUMAN,FAM72A
ZN658_HUMAN,ZNF658
HECD2_HUMAN,HECTD2
MCAF2_HUMAN,ATF7IP2
SYDE2_HUMAN,SYDE2
DNAI4_HUMAN,DNAI4
TT39B_HUMAN,TTC39B
CFA95_HUMAN,CFAP95
CAHD1_HUMAN,CACHD1
DRC8_HUMAN,EFCAB2
SDHF4_HUMAN,SDHAF4
OTUD1_HUMAN,OTUD1
ZN691_HUMAN,ZNF691
ATRN1_HUMAN,ATRNL1
IKBP1_HUMAN,IRAK1BP1
GARL3_HUMAN,GARNL3
BROX_HUMAN,BROX
FOCAD_HUMAN,FOCAD
SNX30_HUMAN,SNX30
PRAM6_HUMAN,PRAMEF6
LIPK_HUMAN,LIPK
SYPL2_HUMAN,SYPL2
NKAI2_HUMAN,NKAIN2
MEDAG_HUMAN,MEDAG
LIPM_HUMAN,LIPM
DMRTA_HUMAN,DMRTA1
STYL2_HUMAN,STYXL2
BSPRY_HUMAN,BSPRY
EST4A_HUMAN,CES4A
FBW10_HUMAN,FBXW10
ZKSC2_HUMAN,ZKSCAN2
KFA_HUMAN,AFMID
METRL_HUMAN,METRNL
F91A1_HUMAN,FAM91A1
TBC9B_HUMAN,TBC1D9B
Z385C_HUMAN,ZNF385C
TM198_HUMAN,TMEM198
2ABD_HUMAN,PPP2R2D
OLM2A_HUMAN,OLFML2A
OLM2B_HUMAN,OLFML2B
TPGS2_HUMAN,TPGS2
SE1L3_HUMAN,SEL1L3
DEN2C_HUMAN,DENND2C
ZN626_HUMAN,ZNF626
C19L1_HUMAN,CWF19L1
BWNIN_HUMAN,BRAWNIN
TXND8_HUMAN,TXNDC8
ZN660_HUMAN,ZNF660
HBM_HUMAN,HBM
URFB1_HUMAN,UHRF1BP1
TBC3G_HUMAN,TBC1D3G
GP139_HUMAN,GPR139
ZN470_HUMAN,ZNF470
GTD2B_HUMAN,GTF2IRD2B
IPIL1_HUMAN,ITPRIPL1
ISM2_HUMAN,ISM2
T132E_HUMAN,TMEM132E
OR6B2_HUMAN,OR6B2
ST6B1_HUMAN,SULT6B1
ETFR1_HUMAN,ETFRF1
TYW3_HUMAN,TYW3
NB5R5_HUMAN,CYB5RL
ADNP2_HUMAN,ADNP2
LAIR2_HUMAN,LAIR2
KLH10_HUMAN,KLHL10
R7BP_HUMAN,RGS7BP
FSTL4_HUMAN,FSTL4
CAN13_HUMAN,CAPN13
OGFD2_HUMAN,OGFOD2
CCD70_HUMAN,CCDC70
ZSC25_HUMAN,ZSCAN25
EST5A_HUMAN,CES5A
SAPL1_HUMAN,PSAPL1
REEP3_HUMAN,REEP3
TYW1B_HUMAN,TYW1B
RETST_HUMAN,RETSAT
UD3A1_HUMAN,UGT3A1
CDPF1_HUMAN,CDPF1
NEPRO_HUMAN,NEPRO
ARMC6_HUMAN,ARMC6
ANR54_HUMAN,ANKRD54
KANK3_HUMAN,KANK3
MZT2B_HUMAN,MZT2B
RM54_HUMAN,MRPL54
T2H2L_HUMAN,GTF2H2C
RM14_HUMAN,MRPL14
DUS1L_HUMAN,DUS1L
CC033_HUMAN,C3orf33
FBX42_HUMAN,FBXO42
MTFR2_HUMAN,MTFR2
NPAL3_HUMAN,NIPAL3
PBIR3_HUMAN,PABIR3
GOLM2_HUMAN,GOLM2
RHGBA_HUMAN,ARHGAP11A
MZT2A_HUMAN,MZT2A
LEG1H_HUMAN,LEG1
PDXD1_HUMAN,PDXDC1
TM154_HUMAN,TMEM154
GIMA6_HUMAN,GIMAP6
EMB_HUMAN,EMB
SG11A_HUMAN,SPAG11A
CXB7_HUMAN,GJB7
ZN613_HUMAN,ZNF613
LIRA6_HUMAN,LILRA6
CC174_HUMAN,CCDC174
SPSB3_HUMAN,SPSB3
TRI65_HUMAN,TRIM65
MDEAS_HUMAN,MIDEAS
FOXR2_HUMAN,FOXR2
OGFD3_HUMAN,OGFOD3
DR4L2_HUMAN,DHRS4L2
S2547_HUMAN,SLC25A47
MO2R2_HUMAN,CD200R1L
CORO6_HUMAN,CORO6
SCND3_HUMAN,ZBED9
VHLL_HUMAN,VHLL
POTEE_HUMAN,POTEE
TBPL2_HUMAN,TBPL2
RSLBA_HUMAN,RASL11A
PLPR3_HUMAN,PLPPR3
KLH17_HUMAN,KLHL17
DNAI7_HUMAN,DNAI7
PLET1_HUMAN,PLET1
IGFL1_HUMAN,IGFL1
SPESP_HUMAN,SPESP1
CP054_HUMAN,C16orf54
TMCO3_HUMAN,TMCO3
SUSD1_HUMAN,SUSD1
GPRL1_HUMAN,GLIPR1L1
LCTL_HUMAN,LCTL
ISK6_HUMAN,SPINK6
IGFL2_HUMAN,IGFL2
CE046_HUMAN,C5orf46
MPZL3_HUMAN,MPZL3
TM207_HUMAN,TMEM207
DHR13_HUMAN,DHRS13
IL40_HUMAN,C17orf99
MET7B_HUMAN,METTL7B
CP089_HUMAN,C16orf89
CF015_HUMAN,C6orf15
AEGP_HUMAN,MAMDC4
PAMR1_HUMAN,PAMR1
VITRN_HUMAN,VIT
LRRN1_HUMAN,LRRN1
TRML4_HUMAN,TREML4
GSG1L_HUMAN,GSG1L
ITIH6_HUMAN,ITIH6
DLK2_HUMAN,DLK2
PCD23_HUMAN,DCHS2
AP2E_HUMAN,TFAP2E
GDPD4_HUMAN,GDPD4
RAD9B_HUMAN,RAD9B
ZPBP2_HUMAN,ZPBP2
RPTN_HUMAN,RPTN
LBX2_HUMAN,LBX2
CX6B2_HUMAN,COX6B2
TMM64_HUMAN,TMEM64
T184A_HUMAN,TMEM184A
SPNS3_HUMAN,SPNS3
CYHR1_HUMAN,CYHR1
THSD4_HUMAN,THSD4
LDH6A_HUMAN,LDHAL6A
KIF6_HUMAN,KIF6
SPOC1_HUMAN,SPOCD1
ZN793_HUMAN,ZNF793
MACC1_HUMAN,MACC1
DEFI8_HUMAN,DEF8
GBP6_HUMAN,GBP6
NFXL1_HUMAN,NFXL1
GDPP1_HUMAN,GDPGP1
BICL1_HUMAN,BICDL1
ZN493_HUMAN,ZNF493
CTSRG_HUMAN,CATSPERG
MMS22_HUMAN,MMS22L
ZN662_HUMAN,ZNF662
PEAK3_HUMAN,PEAK3
WDFY4_HUMAN,WDFY4
R9BP_HUMAN,RGS9BP
GLPK5_HUMAN,GK5
INSY2_HUMAN,INSYN2A
TRI67_HUMAN,TRIM67
